,Kenya Shilling End Period Exchange Rates\1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Month,United States dollar,Sterling pound,Euro,South Africa Rand,Uganda shilling\2,Tanzania shilling\2,Rwanda Franc,Burundi Franc,AE Dirham,Deutch Mark,Canadian dollar,French franc,Swiss franc,Dutch guilder,Italian lira,Belsium franc,Japanese yen (100),Swdish kroner,Norwegian kroner,Danish kroner,Austrian schilling,Finn marka,Spanish peseta,Indian rupee,Hong  kong dollar,Singapore dollar,Saudi riyal,Chinese Yuan,Australian dollar
2013,1,87.611,138.569,118.948,9.701,30.362,18.445,7.054,17.749,23.853,,87.349,,96.357,,,,96.289,13.818,16.014,15.95,,,,1.645,11.293,70.774,23.362,14.088,91.177
2013,2,86.236,130.736,113.453,9.752,30.631,18.809,7.335,17.8,23.478,,84.369,,92.786,,,,93.252,13.065,15.159,15.199,,,,1.604,11.118,69.787,22.995,13.859,88.612
2013,3,85.639,129.608,109.555,9.249,30.302,18.858,7.403,18.403,23.316,,84.258,,89.876,,,,90.961,13.117,14.637,14.708,,,,1.575,11.033,68.902,22.836,13.781,89.334
2013,4,83.821,129.997,109.948,9.324,31.162,19.422,7.528,18.802,22.821,,82.943,,89.625,,,,85.75,12.81,14.431,14.739,,,,1.548,10.8,67.976,22.351,13.596,86.872
2013,5,85.124,129.504,110.92,8.474,30.462,19.16,7.613,18.279,23.176,,82.578,,89.129,,,,84.358,12.947,14.589,14.889,,,,1.508,10.964,67.497,22.698,13.875,82.157
2013,6,86.008,131.335,112.398,8.66,30.172,18.917,7.563,18.092,23.417,,82.206,,91.128,,,,87.042,12.807,14.259,15.072,,,,1.437,11.088,68.092,22.934,13.998,79.819
2013,7,87.28,133.314,115.753,8.891,29.618,18.573,7.436,17.616,23.762,,84.748,,93.9,,,,89.373,13.37,14.742,15.515,,,,1.43,11.255,68.562,23.272,14.237,78.87
2013,8,87.597,135.984,116.055,8.474,29.533,18.448,7.426,17.524,23.848,,83.232,,94.157,,,,89.256,13.323,14.396,15.559,,,,1.305,11.296,68.768,23.356,14.313,78.408
2013,9,86.646,139.961,116.883,8.593,29.638,18.581,7.721,17.765,23.59,,84.165,,95.763,,,,88.391,13.491,14.449,15.679,,,,1.384,11.174,68.909,23.104,14.161,80.715
2013,10,85.147,136.383,116.677,8.555,29.649,18.862,7.892,18.216,23.182,,81.216,,94.451,,,,86.57,13.266,14.395,15.638,,,,1.388,10.983,68.648,22.703,13.973,80.836
2013,11,86.993,142.313,118.468,8.518,29.083,18.519,7.713,17.829,23.684,,82.144,,96.069,,,,85.281,13.208,14.102,15.883,,,,1.394,11.221,69.298,23.196,14.278,79.138
2013,12,86.31,142.395,119.223,8.272,29.174,18.619,7.751,17.854,23.499,,81.237,,97.281,,,,82.418,13.316,14.091,15.956,,,,1.39,11.131,68.208,23.012,14.262,75.918
2014,1,86.236,142.136,116.821,7.703,28.735,18.821,7.862,17.957,23.478,,77.148,,95.476,,,,84.096,13.225,13.858,15.65,,,,1.38,11.104,67.581,22.994,14.228,75.595
2014,2,86.326,144.069,118.332,8.063,29.169,18.812,7.883,18.02,23.503,,77.67,,97.176,,,,84.873,13.241,14.277,15.849,,,,1.391,11.123,68.126,23.018,14.007,77.323
2014,3,86.441,143.806,118.916,8.147,29.477,18.978,7.844,17.931,23.534,,78.221,,97.521,,,,84.176,13.41,14.388,15.926,,,,1.44,11.143,68.553,23.049,13.891,79.82
2014,4,86.871,146.141,120.021,8.212,29.032,18.925,7.805,17.843,23.651,,79.286,,98.335,,,,84.92,13.351,14.438,16.06,,,,1.44,11.205,69.137,23.163,13.865,80.69
2014,5,87.797,146.924,119.439,8.431,29.158,18.964,7.734,17.652,23.904,,80.916,,97.826,,,,86.418,13.287,14.719,16.004,,,,1.487,11.325,69.977,23.409,14.066,81.827
2014,6,87.627,149.2,119.55,8.258,29.637,18.887,7.737,17.689,23.858,,81.833,,98.205,,,,86.514,13.171,14.304,16.036,,,,1.458,11.306,70.177,23.365,14.117,82.562
2014,7,87.804,148.584,117.638,8.229,29.896,18.917,7.836,17.652,23.905,,80.565,,96.658,,,,85.539,12.756,14.049,15.777,,,,1.458,11.33,70.452,23.412,14.225,81.86
2014,8,88.394,146.589,116.499,8.302,29.674,18.87,7.783,17.535,24.066,,81.377,,96.556,,,,85.128,12.679,14.29,15.633,,,,1.461,11.406,70.778,23.569,14.387,82.649
2014,9,89.279,145.121,113.286,7.928,29.682,18.773,7.706,17.362,24.309,,80.09,,93.888,,,,81.63,12.337,13.862,15.219,,,,1.448,11.5,70.095,23.801,14.525,78.115
2014,10,89.352,142.737,112.343,8.195,30.329,19.104,7.722,17.486,24.327,,79.755,,93.292,,,,80.846,12.137,13.315,15.087,,,,1.455,11.522,69.708,23.817,14.621,78.567
2014,11,90.179,141.684,112.283,8.178,30.805,19.328,7.64,17.41,24.552,,79.481,,93.382,,,,76.274,12.097,12.979,15.088,,,,1.455,11.632,69.198,24.032,14.674,76.661
2014,12,90.598,140.947,110.171,7.788,30.575,19.095,7.605,17.175,24.665,,77.803,,91.398,,,,75.304,11.537,12.134,14.789,,,,1.421,11.68,68.546,24.143,14.608,74.172
2015,1,91.674,138.421,103.901,7.947,31.198,19.46,7.516,17.126,24.958,,72.676,,99.543,,,,77.788,11.093,11.713,13.966,,,,1.485,11.826,67.859,24.396,14.666,71.423
2015,2,91.423,141.181,102.507,7.922,31.666,20.072,7.536,17.021,24.891,,73.203,,96.316,,,,76.707,10.891,11.955,13.733,,,,1.479,11.788,67.381,24.377,14.582,71.347
2015,3,92.335,136.446,99.525,7.592,32.133,19.992,7.462,16.928,25.14,,72.676,,95.201,,,,76.891,10.688,11.46,13.325,,,,1.474,11.908,67.097,24.618,14.885,70.47
2015,4,94.6,145.824,104.873,8.001,31.554,20.983,7.273,16.459,25.755,,78.647,,100.563,,,,79.798,11.309,12.538,14.058,,,,1.489,12.207,71.434,25.226,15.247,75.524
2015,5,97.781,149.909,107.02,8.061,31.213,21.323,7.016,15.954,26.621,,78.729,,103.659,,,,78.929,11.544,12.523,14.353,,,,1.533,12.613,72.498,26.074,15.768,74.895
2015,6,98.639,155.103,110.395,8.119,33.303,20.022,7.325,15.815,26.856,,79.654,,105.683,,,,79.773,11.964,12.571,14.793,,,,1.55,12.724,73.259,26.299,15.895,75.755
2015,7,102.521,159.993,112.07,8.059,33.33,20.61,6.755,14.943,27.912,,78.82,,105.971,,,,82.595,11.882,12.538,15.021,,,,1.601,13.225,74.591,27.338,16.51,74.769
2015,8,103.87,160.309,116.803,7.79,35.188,20.603,7.021,14.807,28.279,,78.496,,108.249,,,,85.719,12.333,12.581,15.652,,,,1.567,13.402,73.547,27.688,16.283,74.277
2015,9,105.293,159.578,118.332,7.571,35.045,20.491,6.966,14.758,28.667,,78.53,,108.198,,,,87.77,12.546,12.418,15.867,,,,1.601,13.586,73.923,28.075,16.566,73.852
2015,10,101.8,155.604,111.593,7.357,35.02,21.395,7.263,15.118,27.716,,77.312,,102.642,,,,84.045,11.922,11.873,14.987,,,,1.558,13.136,72.598,27.145,16.058,72.258
2015,11,102.114,153.558,108.153,7.094,32.855,21.202,7.297,15.169,27.802,,76.33,,99.063,,,,83.196,11.681,11.736,14.494,,,,1.528,13.177,72.283,27.205,15.964,73.415
2015,12,102.311,151.798,111.783,6.577,32.988,21.112,7.31,15.023,27.858,,73.754,,103.449,,,,84.969,12.164,11.642,14.99,,,,1.542,13.2,72.382,27.261,15.753,74.723
2016,1,102.283,146.573,111.682,6.315,33.955,21.392,7.338,15.257,27.852,,73.01,,101.041,,,,86.028,12.009,11.856,14.969,,,,1.501,13.128,71.823,27.265,15.554,72.667
2016,2,101.697,141.558,111.475,6.357,32.971,21.505,7.34,15.334,27.688,,75.139,,102.003,,,,89.479,11.923,11.778,14.939,,,,1.479,13.088,72.38,27.116,15.55,73.029
2016,3,101.334,145.307,114.694,6.78,33.306,21.582,7.483,15.232,27.591,,77.961,,104.922,,,,90.207,12.424,12.172,15.39,,,,1.528,13.069,74.993,27.021,15.671,77.531
2016,4,101.141,147.52,114.504,7.08,32.954,21.653,7.381,15.46,27.537,,80.665,,104.377,,,,93.145,12.507,12.406,15.382,,,,1.522,13.038,75.031,26.969,15.614,77.171
2016,5,100.831,147.398,112.366,6.367,33.353,21.73,7.404,15.571,27.452,,77.135,,101.618,,,,90.712,12.102,12.083,15.107,,,,1.501,12.979,73,26.886,15.321,72.401
2016,6,101.102,136.444,112.301,6.77,33.679,21.661,7.384,16.646,27.527,,77.726,,103.276,,,,98.401,11.905,12.054,15.1,,,,1.497,13.032,75.099,26.959,15.213,75.255
2016,7,101.389,133.524,112.392,7.181,33.288,21.59,7.363,16.543,27.603,,77.032,,103.574,,,,98.155,11.746,11.85,15.128,,,,1.511,13.072,74.97,27.035,15.234,76.189
2016,8,101.359,132.884,113.08,7.002,33.248,21.577,7.71,16.516,27.595,,77.622,,103.233,,,,98.776,11.883,12.167,15.19,,,,1.511,13.066,74.397,27.027,15.178,76.374
2016,9,101.262,131.638,113.654,7.311,33.409,21.548,7.372,16.454,27.569,,77.411,,104.615,,,,99.741,11.817,12.606,15.243,,,,1.515,13.058,74.184,26.964,15.181,77.293
2016,10,101.459,123.596,111.127,7.387,34.103,21.506,8.082,16.49,27.622,,75.724,,102.717,,,,96.881,11.251,12.285,14.964,,,,1.522,13.083,72.934,27.054,14.988,77.266
2016,11,101.877,127.104,108.071,7.324,35.582,21.398,8.166,16.417,27.736,,75.801,,100.54,,,,90.393,11.086,11.93,14.559,,,,1.485,13.136,71.5,27.158,14.796,76.163
2016,12,102.486,125.418,107.061,7.387,35.273,21.252,7.955,16.347,27.903,,75.366,,99.501,,,,87.063,11.117,11.736,14.404,,,,1.502,13.215,70.68,27.324,14.732,73.836
2017,1,103.956,130.087,111.158,7.698,34.534,21.5,8.027,16.23,28.302,,79.383,,104.467,,,,91.555,11.772,12.504,14.953,,,,1.533,13.4,73.229,27.717,15.106,78.601
2017,2,102.975,127.921,109.076,7.898,34.863,21.704,7.955,16.514,28.039,,77.923,,102.422,,,,91.872,11.403,12.293,14.678,,,,1.544,13.269,73.575,27.459,14.995,79.023
2017,3,103,128.831,110.564,8.002,35.078,21.67,7.976,16.573,28.043,,77.426,,103.367,,,,92.622,11.574,12.059,14.868,,,,1.587,13.255,73.867,27.466,14.949,78.991
2017,4,103.222,133.52,112.366,7.768,35.312,21.652,8.136,16.413,28.103,,75.557,,103.945,,,,92.772,11.678,12.07,15.108,,,,1.608,13.267,73.933,27.524,14.964,77.184
2017,5,103.381,133.062,115.627,7.868,34.852,21.629,7.963,16.63,28.145,,76.772,,106.075,,,,93.208,11.836,12.247,15.543,,,,1.599,13.266,74.654,27.566,15.08,77.112
