year,inflation_pct,gdp_per_capita_usd,gdp_per_capita_kes,gdp_growth_pct,cumulative_price_index,gdp_per_capita_kes_real,nominal_growth_vs_2018_pct,real_growth_vs_2018_pct,purchasing_power_of_1000kes
2018,4.689806467763299,1836.4527552899294,186035.5546875067,5.647946407092192,100.0,186035.5546875067,0.0,0.0,1000.0
2019,5.239637957647923,1960.408088548926,199944.5655608039,5.114158857678007,105.23963795764793,189989.78848755496,7.476533664041192,2.1255258472985967,950.2123148717354
2020,5.40516207933392,1927.6645902784887,205201.39921352552,-0.27276632743881635,110.92801096096302,184986.09813326458,10.302248168750682,-0.5641161207087236,901.4855592713303
2021,6.107936036591763,2061.3562208959406,226002.45182346526,7.590489473334671,117.70342291712214,192010.0930136918,21.48347244863649,3.2115034871806323,849.5929644324146
2022,7.659862682722239,2109.562885131375,248645.7158137029,4.859981042879994,126.7193434854375,196217.6483673758,33.65494366459447,5.473197688996863,789.1455025687686
2023,7.671396340294023,1942.5880275619108,271663.91125622555,5.719992412142076,136.44048656402398,199107.99066869984,46.02795240541687,7.026848175958397,732.9202828155815
2024,4.489788542434479,2132.4345209764665,287500.11695296277,4.724739947101384,142.56637589701737,201660.53541308932,54.54041429655273,8.398921782359666,701.4276639271161
